name,group,09: Junior,01: High School,11: Senior,05: Freshman,13: Graduation,08: Experience,03: Admissions,12: Post Grad Plans,04: Pre-Frosh,14: First Outcomes,02: Apply,10: Experience,06: Experiences,07: Sophomore,id
Molly Chesley,Cohort C,21.08,0.008,0.067,,0,0.369,,,8.24,70.62,164,3.14,4.22,0.36,31711
Lora Wead,Cohort C,23.51,0.011,0.092,,0,0.379,,,17.13,57.16,255,7.083,8.52,0.702,31712
Warren Barnes,Cohort C,24.18,0.01,0.094,,0,0.393,,,14.37,59.17,233,5.97,7.38,0.6,31713
Jennifer Uelmen,Cohort C,19.62,0.009,0.07,,0,0.386,,,8.95,68.95,165,3.47,4.72,0.41,31714
Thelma Reid,Cohort C,10.65,0.019,0.023,,0,0.099,,,70.33,18.58,680,28.5,30.45,2.66,31715
Patricia Bent,Cohort C,8.21,0.026,0.026,,0,0.096,,,70.89,20.21,674,29.45,30.94,2.56,31716
Georgia Duff,Cohort C,27.27,0.02,0.056,,0,0.34,,,14.74,57.52,249,5.72,6.034,0.547,31717
Jason Doctor,Cohort C,27.95,0.022,0.059,,0,0.355,,,12.71,59.16,234,4.934,5.205,0.472,31718
Scott Lewis,Cohort C,21.17,0.01,0.052,,0,0.297,,,6.57,71.33,149,2.65,2.771,0.189,31719
Jodi Porter,Cohort C,29.93,0.021,0.063,,0,0.392,,,6.05,63.87,182,2.305,2.416,0.223,31720
David Williams,Cohort C,26.58,0.018,0.053,,0,0.326,,,16.76,55.87,265,6.506,6.863,0.622,31721
Louis Zirin,Cohort C,17.51,0.01,0.056,,0,0.305,,,22.07,58.03,274,9,9.58,0.77,31722
Alejandro Copeland,Cohort C,28.88,0.016,0.06,,0,0.363,,,9.01,61.3,205,3.43,3.595,0.332,31723
Deborah Downs,Cohort C,20.13,0.01,0.063,,0,0.373,,,8.3,68.7,161,3.23,3.56,0.27,31724
Avery Broughton,Cohort C,22.8,0.01,0.064,,0,0.29,,,30.49,46.1,372,12.29,13.04,1.05,31725
Rosemary Sinclair,Cohort C,23.48,0.009,0.065,,0,0.3,,,25.54,49.53,331,10.3,10.93,0.89,31726
David Brooks,Cohort C,21.55,0.01,0.064,,0,0.309,,,27.22,48.74,338,11.06,11.51,1.03,31727
Kristine Mazzocco,Cohort C,23.01,0.01,0.064,,0,0.293,,,28.51,47.73,355,11.5,12.2,0.99,31728
Donna Javier,Cohort C,16.26,0.008,0.055,,0,0.26,,,27.29,54.51,316,11.29,11.69,1,31729
Jason Aniello,Cohort C,20.86,0.01,0.063,,0,0.297,,,31.18,45.96,370,12.67,13.21,1.18,31730
Jose Mckinnis,Cohort C,22.5,0.01,0.063,,0,0.286,,,31.28,45.9,378,12.62,13.39,1.09,31731
Kelley Simcox,Cohort C,16.03,0.008,0.054,,0,0.254,,,29.34,53,333,12.13,12.56,1.07,31732
Sandra Otto,Cohort C,20.65,0.01,0.062,,0,0.298,,,34.97,43.48,404,14.51,15.29,1.21,31733
James Welch,Cohort C,22.86,0.01,0.064,,0,0.291,,,32.74,44.49,393,13.59,14.29,1.13,31734
Mary Covert,Cohort C,15.77,0.008,0.053,,0,0.248,,,33.26,50.4,367,13.96,14.37,1.23,31735
Faith Goodale,Cohort C,21.55,0.01,0.064,,0,0.309,,,25.71,50.25,324,10.43,10.85,0.97,31736
Leroy Rodriquez,Cohort C,23.4,0.009,0.065,,0,0.299,,,25.84,49.4,333,10.42,11.06,0.9,31737
Sandra Shepard,Cohort C,16.52,0.008,0.056,,0,0.266,,,24.85,56.35,295,10.28,10.65,0.91,31738
Zenobia Benner,Cohort C,27.53,0.008,0.073,,0,0.357,,,13.4,57.9,238,5.35,5.6,0.38,31739
Helen Kloke,Cohort C,27.53,0.008,0.073,,0,0.357,,,15,56.8,253,5.99,6.27,0.43,31740
Scott Hanson,Cohort C,27.53,0.008,0.073,,0,0.357,,,11.4,59.3,220,4.55,4.77,0.33,31741
Michael Mcquillen,Cohort C,21.57,0.012,0.05,,0,0.224,,,41.98,35.72,471,17.8,18.88,1.53,31742
Carrie Atkins,Cohort C,14.4,0.009,0.049,,0,0.232,,,36.23,48.29,388,15.76,16.39,1.32,31743
Denise Booker,Cohort C,30.76,0.011,0.058,,0,0.313,,,18.13,50.15,295,7.74,7.98,0.55,31744
June Haynes,Cohort C,19.05,0.008,0.065,,0,0.357,,,10.19,69.38,173,4.33,4.38,0.38,31745
Alfonso Covarrubias,Cohort C,27.27,0.02,0.056,,0,0.34,,,14.74,57.52,249,5.72,6.034,0.547,31746
Donald Knight,Cohort C,24.73,0.013,0.064,,0,0.342,,,22.84,51.08,312,9.24,9.78,0.78,31747
Lewis Guerra,Cohort C,24.91,0.013,0.064,,0,0.344,,,19.79,52.79,285,8.01,8.49,0.68,31748
Fredric Dolan,Cohort C,25.85,0.019,0.053,,0,0.323,,,20.04,53.65,291,7.894,8.355,0.742,31749
Elizabeth Juarez,Cohort C,22.54,0.013,0.063,,0,0.324,,,27.14,48.97,341,10.92,11.73,0.99,31750
Tom Archer,Cohort C,19.33,0.023,0.049,,0,0.295,,,19.06,61.05,254,7.692,8.162,0.725,31751
Prudence Richie,Cohort C,24.53,0.016,0.049,,0,0.298,,,22.09,52.93,304,8.7,9.208,0.818,31752
Daniel Hasas,Cohort C,22.28,0.013,0.063,,0,0.319,,,29.21,47.18,359,11.78,12.63,1.07,31753
Clifton Tyler,Cohort C,19.09,0.024,0.048,,0,0.293,,,20.13,60.11,263,8.121,8.617,0.766,31754
Tracey Little,Cohort C,24.13,0.013,0.063,,0,0.332,,,27.86,47.36,354,11.51,12.12,0.96,31755
Margaret Rau,Cohort C,22.15,0.013,0.065,,0,0.323,,,35.12,41.82,411,14.51,15.28,1.22,31756
Kenya Cherenfant,Cohort C,16.74,0.01,0.053,,0,0.286,,,29.18,53.22,335,12.07,12.84,1.04,31757
Floyd Darrah,Cohort C,27.17,0.022,0.058,,0,0.349,,,18,54.36,278,7.088,7.502,0.667,31758
Richard Walters,Cohort C,22.76,0.013,0.064,,0,0.328,,,25.02,50.84,323,10.05,10.81,0.91,31759
David Peoples,Cohort C,19.56,0.022,0.049,,0,0.297,,,18,62,246,7.264,7.708,0.685,31760
William Robinson,Cohort C,29.41,0.019,0.061,,0,0.376,,,7.53,62.59,193,2.868,3.005,0.277,31761
Morgan Yount,Cohort C,28.04,0.013,0.069,,0,0.394,,,11.7,58.7,225,4.73,4.94,0.33,31762
Paul Jury,Cohort C,28.04,0.013,0.069,,0,0.394,,,8.7,60.3,198,3.51,3.67,0.25,31763
Pauline Rubio,Cohort C,29.58,0.019,0.062,,0,0.378,,,7.63,64.27,195,2.907,3.048,0.273,31764
Bobbie Cloutman,Cohort C,22.33,0.024,0.056,,0,0.347,,,5.04,69.95,141,1.864,2.029,0.218,31765
Tonja Neal,Cohort C,22.12,0.028,0.057,,0,0.341,,,5.91,71.28,148,2.183,2.376,0.256,31766
Shannon Quinlan,Cohort C,30.87,0.022,0.066,,0,0.409,,,6.22,62.45,188,2.369,2.484,0.222,31767
Ardath White,Cohort C,22.53,0.022,0.055,,0,0.353,,,4.2,72.9,134,1.553,1.69,0.182,31768
Shelia Dorow,Cohort C,28.29,0.016,0.058,,0,0.352,,,9.05,62.22,202,3.445,3.612,0.323,31769
Ruthie Kuntz,Cohort C,22.42,0.011,0.063,,0,0.315,,,26.75,48.47,337,10.85,11.38,0.98,31770
Mayra Hare,Cohort C,22.77,0.011,0.064,,0,0.305,,,28.11,48.12,351,11.33,12.08,1,31771
Anthony Boner,Cohort C,16.53,0.009,0.055,,0,0.272,,,26.1,55.24,306,10.76,11.24,0.94,31772
Carl Kerr,Cohort C,22.26,0.011,0.063,,0,0.313,,,28.5,47.33,352,11.57,12.12,1.04,31773
Flora Herron,Cohort C,22.6,0.011,0.064,,0,0.302,,,29.79,46.87,365,12.01,12.8,1.05,31774
John Mann,Cohort C,16.34,0.009,0.054,,0,0.267,,,27.93,53.85,322,11.51,12.02,1.01,31775
Arlene Matthey,Cohort C,21.95,0.011,0.062,,0,0.31,,,32.38,44.87,386,13.42,14.13,1.12,31776
Cynthia Kaspar,Cohort C,22.57,0.011,0.065,,0,0.304,,,33.7,43.4,400,13.96,14.69,1.17,31777
Frances Rutter,Cohort C,16.15,0.009,0.053,,0,0.263,,,31.66,51.51,355,13.22,13.77,1.15,31778
Martin Schmidt,Cohort C,22.73,0.011,0.064,,0,0.321,,,24.2,50.41,315,9.81,10.28,0.89,31779
Doris Shellhammer,Cohort C,23.1,0.011,0.065,,0,0.31,,,25.63,49.9,330,10.32,11.01,0.91,31780
Sheila Dutcher,Cohort C,16.75,0.009,0.055,,0,0.278,,,23.95,57.48,288,9.88,10.32,0.86,31781
Clayton Myers,Cohort C,28.45,0.006,0.038,,0,0.238,,,4.67,66.61,164,1.608,1.951,0.188,31782
Eddie Kakos,Cohort C,28.29,0.006,0.038,,0,0.238,,,5.33,65.9,169,1.86,2.247,0.199,31783
William Brown,Cohort C,27.42,0.007,0.036,,0,0.223,,,7.72,64.46,187,2.773,3.266,0.291,31784
Lazaro Barker,Cohort C,26.76,0.006,0.035,,0,0.215,,,9.37,63.54,199,3.366,3.966,0.353,31785
Patricia Betts,Cohort C,28.08,0.007,0.037,,0,0.232,,,6.06,65.37,175,2.179,2.567,0.228,31786
Joshua Madera,Cohort C,26.41,0.006,0.035,,0,0.214,,,11.64,61.6,218,4.418,4.964,0.449,31787
Alverta Altamirano,Cohort C,26.05,0.006,0.034,,0,0.21,,,12.44,61.09,223,4.721,5.304,0.479,31788
Joanna Simple,Cohort C,26.77,0.007,0.035,,0,0.219,,,10.85,62.1,212,4.116,4.625,0.418,31789
Noel Pfifer,Cohort C,27.76,0.006,0.036,,0,0.228,,,6.48,65.37,177,2.26,2.73,0.242,31790
Jennifer Moore,Cohort C,27.23,0.006,0.036,,0,0.222,,,7.63,64.83,185,2.661,3.214,0.285,31791
Jorge Sojka,Cohort C,28,0.006,0.037,,0,0.23,,,5.72,65.93,163,1.972,2.391,0.231,31792
Estela Mason,Cohort C,22.19,0.02,0.059,,0,0.35,,,4.31,72.58,128,1.476,1.816,0.185,31793
Carlos Ratliff,Cohort C,27.56,0.006,0.036,,0,0.225,,,6.77,65.26,179,2.334,2.831,0.274,31794
Regina Halvorsen,Cohort C,22.22,0.019,0.056,,0,0.341,,,4.96,71.99,140,1.699,2.09,0.213,31795
Allen Pichardo,Cohort C,22.18,0.021,0.062,,0,0.361,,,3.66,73.17,128,1.253,1.542,0.157,31796
Nathan Meade,Cohort C,33.56,0.008,0.044,,0,0.271,,,8.86,57.33,223,3.184,3.751,0.334,31797
Dorothy Pearson,Cohort C,32.73,0.007,0.042,,0,0.264,,,10,56.74,230,3.593,4.233,0.377,31798
Van Jones,Cohort C,34.39,0.009,0.045,,0,0.279,,,7.72,57.92,217,2.775,3.269,0.291,31799
David Veith,Cohort C,32.76,0.008,0.043,,0,0.266,,,11.87,54.97,247,4.506,5.064,0.458,31800
Joyce Frazier,Cohort C,20.7,0.02,0.056,,0,0.327,,,11.54,66.88,192,4.544,4.987,0.441,31801
Louise Hermann,Cohort C,32.85,0.007,0.042,,0,0.263,,,12.56,54.27,254,4.766,5.355,0.484,31802
Gladys Dixon,Cohort C,20.71,0.016,0.053,,0,0.319,,,12.15,66.32,198,4.784,5.251,0.464,31803
Diane Chacon,Cohort C,32.67,0.008,0.043,,0,0.269,,,11.19,55.67,240,4.247,4.772,0.431,31804
John Berglund,Cohort C,20.68,0.023,0.06,,0,0.335,,,10.93,67.44,187,4.303,4.723,0.417,31805
George Hearn,Cohort C,34,0.007,0.044,,0,0.278,,,7.67,58.09,214,2.675,3.231,0.286,31806
Robert Mendez,Cohort C,33.08,0.007,0.043,,0,0.271,,,9.03,57.36,223,3.152,3.807,0.337,31807
Christopher Lando,Cohort C,34.93,0.007,0.046,,0,0.289,,,6.3,58.82,206,2.198,2.655,0.235,31808
Amber Daniels,Cohort C,34.34,0.007,0.045,,0,0.282,,,7.73,57.54,216,2.663,3.23,0.312,31809
Sharon Zimmerman,Cohort C,34.22,0.007,0.045,,0,0.278,,,9.02,56.44,228,3.109,3.771,0.364,31810
Harold Lynch,Cohort C,34.46,0.007,0.046,,0,0.289,,,6.43,58.64,205,2.216,2.688,0.26,31811
Bryan Conner,Cohort C,29.13,0.007,0.038,,0,0.235,,,4.8,65.93,168,1.724,2.031,0.181,31812
Katherine Ibrahim,Cohort C,28.58,0.006,0.037,,0,0.231,,,4.87,66.02,166,1.75,2.062,0.183,31813
Wanda Boyce,Cohort C,29.67,0.007,0.039,,0,0.239,,,4.72,65.84,169,1.697,2,0.178,31814
Antonio Cullinan,Cohort C,28.31,0.007,0.037,,0,0.227,,,9.65,61.97,208,3.664,4.117,0.372,31815
Mary Barrett,Cohort C,21.49,0.02,0.058,,0,0.34,,,8.24,69.31,166,3.245,3.561,0.315,31816
Gregorio Castlen,Cohort C,28.48,0.006,0.037,,0,0.227,,,10.05,61.36,212,3.813,4.285,0.387,31817
Evelyn Thomas,Cohort C,21.68,0.016,0.055,,0,0.334,,,8.91,68.57,173,3.509,3.851,0.34,31818
Sarah Shaw,Cohort C,28.13,0.007,0.037,,0,0.228,,,9.26,62.58,204,3.515,3.949,0.357,31819
Joe Walker,Cohort C,21.3,0.024,0.062,,0,0.346,,,7.57,70.06,159,2.98,3.271,0.289,31820
Susan Hodges,Cohort C,29.33,0.006,0.038,,0,0.239,,,4.09,66.45,162,1.426,1.722,0.153,31821
Crystal Meyer,Cohort C,28.74,0.006,0.038,,0,0.236,,,4.3,66.43,162,1.502,1.814,0.161,31822
Kasey Egnew,Cohort C,29.92,0.006,0.039,,0,0.246,,,3.87,66.46,163,1.349,1.63,0.144,31823
Emma Bowman,Cohort C,29.73,0.006,0.038,,0,0.241,,,4.71,65.52,169,1.624,1.97,0.19,31824
Steven Beach,Cohort C,22.6,0.02,0.06,,0,0.357,,,3,73.43,124,1.027,1.263,0.129,31825
Alicia Franklin,Cohort C,29.87,0.006,0.039,,0,0.241,,,5.3,64.73,175,1.828,2.217,0.214,31826
Roderick Baker,Cohort C,22.88,0.02,0.057,,0,0.351,,,3.38,72.89,128,1.158,1.425,0.145,31827
Bonnie Kirkland,Cohort C,29.59,0.006,0.039,,0,0.245,,,4.11,66.31,163,1.416,1.718,0.166,31828
Rose Gay,Cohort C,22.31,0.022,0.062,,0,0.364,,,2.62,73.97,119,0.898,1.105,0.113,31829
Tasha Eike,Cohort C,27.54,0.006,0.062,,0,0.395,,,12.98,56.73,235,4.9,5.56,0.52,31830
Kevin Haage,Cohort C,20.56,0.004,0.054,,0,0.342,,,11.92,65.44,195,4.63,5.14,0.46,31831
Joshua Campos,Cohort C,27.58,0.006,0.062,,0,0.395,,,11.08,58.49,218,4.23,4.76,0.44,31832
Karl Blanchette,Cohort C,20.56,0.004,0.054,,0,0.342,,,10.68,66.62,184,4.2,4.62,0.41,31833
Brendan Yazzie,Cohort C,29.21,0.005,0.064,,0,0.422,,,7.31,60.5,191,2.56,3.1,0.31,31834
Ernesto Harper,Cohort C,29.25,0.005,0.064,,0,0.423,,,5.22,62.44,172,1.83,2.22,0.22,31835
Benito Hsieh,Cohort C,27.12,0.005,0.052,,0,0.377,,,6.78,65.46,177,2.527,2.712,0.358,31836
Felecia Mcmahan,Cohort C,20.93,0.005,0.054,,0,0.363,,,5.89,72.45,143,2.163,2.336,0.312,31837
Pamela Edmund,Cohort C,26.88,0.005,0.051,,0,0.373,,,8.13,64.53,188,2.759,2.983,0.367,31838
Ralph Gallimore,Cohort C,20.74,0.005,0.054,,0,0.365,,,6.85,72.05,150,2.3,2.497,0.321,31839
Ashley Tisdale,Cohort C,26.61,0.005,0.053,,0,0.386,,,5.32,67.13,162,2.063,2.172,0.341,31840
Marie Martin,Cohort C,20.98,0.005,0.053,,0,0.36,,,5.21,72.72,137,1.89,2.014,0.295,31841
Whitney Griffin,Cohort C,21.96,0.005,0.057,,0,0.386,,,3.24,73.52,124,1.225,1.338,0.269,31842
Linda Manning,Cohort C,29.08,0.005,0.054,,0,0.365,,,4.84,65.68,168,1.901,2.239,0.301,31843
Jeffery Velazquez,Cohort C,21.69,0.005,0.061,,0,0.381,,,4,73.25,129,1.578,1.881,0.275,31844
Kathy Waugh,Cohort C,28.79,0.005,0.055,,0,0.365,,,5.71,65.1,174,2.218,2.666,0.325,31845
Lawrence Huffman,Cohort C,21.41,0.005,0.062,,0,0.378,,,4.66,73,133,1.755,2.152,0.277,31846
Raquel Hilty,Cohort C,29.24,0.005,0.052,,0,0.365,,,3.91,66.28,160,1.267,1.385,0.255,31847
Janet Herbert,Cohort C,27.52,0.005,0.058,,0,0.363,,,7.1,64.28,182,2.541,3.174,0.321,31848
Susan Bentley,Cohort C,21.59,0.005,0.062,,0,0.345,,,5.53,72.19,142,2,2.503,0.309,31849
Elenore Keith,Cohort C,27.22,0.005,0.057,,0,0.361,,,8.3,63.35,191,2.954,3.759,0.338,31850
George Pierre,Cohort C,21.24,0.005,0.063,,0,0.338,,,6.59,71.51,150,2.301,2.94,0.309,31851
Guadalupe Hagemann,Cohort C,28.01,0.005,0.06,,0,0.368,,,5.17,65.76,166,1.716,2.006,0.286,31852
Patricia Amaral,Cohort C,22.15,0.005,0.062,,0,0.36,,,3.83,73.28,129,1.4,1.63,0.309,31853
Zina Ballance,Cohort C,26.79,0.006,0.035,,0,0.217,,,8.21,64.67,188,3.007,3.405,0.305,31854
Sharon Pellicone,Cohort C,20.48,0.019,0.055,,0,0.318,,,7.01,72.01,151,2.778,3.011,0.276,31855
Emma Loughry,Cohort C,27.01,0.006,0.035,,0,0.216,,,8.9,63.8,196,3.257,3.689,0.33,31856
Chris Thompson,Cohort C,20.16,0.015,0.051,,0,0.309,,,7.73,71.4,156,3.066,3.324,0.305,31857
Margery David,Cohort C,26.57,0.007,0.035,,0,0.218,,,7.53,65.54,181,2.756,3.121,0.28,31858
April Terry,Cohort C,20.8,0.023,0.058,,0,0.327,,,6.28,72.62,145,2.489,2.699,0.247,31859
Michael Bennett,Cohort C,27.45,0.006,0.063,,0,0.367,,,11.34,61.56,219,4.24,4.68,0.44,31860
James Newton,Cohort C,27.27,0.006,0.063,,0,0.365,,,12.34,60.92,228,4.63,5.11,0.48,31861
Michael Padilla,Cohort C,27.63,0.006,0.064,,0,0.37,,,10.24,62.31,210,3.81,4.22,0.4,31862
Bessie Riddle,Cohort C,27.53,0.006,0.036,,0,0.226,,,6.2,66.75,174,2.209,2.537,0.228,31863
Amanda West,Cohort C,21.07,0.018,0.054,,0,0.323,,,3.95,74.48,126,1.376,1.641,0.201,31864
Ann Mcgann,Cohort C,27.68,0.006,0.036,,0,0.225,,,6.42,65.62,176,2.288,2.626,0.236,31865
Deborah Arias,Cohort C,20.76,0.018,0.052,,0,0.318,,,4.55,73.98,130,1.556,1.855,0.227,31866
Felicia Gerwig,Cohort C,27.37,0.006,0.036,,0,0.23,,,4.38,67.88,149,1.563,1.794,0.161,31867
Frances Newton,Cohort C,21.38,0.02,0.058,,0,0.337,,,3.35,74.99,122,1.147,1.367,0.168,31868
John Petaway,Cohort C,19.6,0.005,0.058,,0,0.329,,,11.67,66.1,189,4.6,5,0.46,31869
Mary Nielson,Cohort C,19.48,0.005,0.058,,0,0.326,,,12.83,65.43,199,5.04,5.49,0.51,31870
Lois Cantrell,Cohort C,19.74,0.005,0.058,,0,0.332,,,10.39,66.86,178,4.1,4.45,0.41,31871
Andrea Ramos,Cohort C,30.67,0.007,0.041,,0,0.252,,,9,59.59,204,3.415,3.837,0.347,31872
Bernice Sullivan,Cohort C,35.62,0.004,0.045,,0,0.33,,,6.31,57.9,209,2.25,2.51,0.27,31873
Mike White,Cohort C,35.62,0.004,0.045,,0,0.33,,,7.09,57.31,216,2.52,2.82,0.31,31874
Elizabeth Smit,Cohort C,35.62,0.004,0.045,,0,0.33,,,5.33,58.49,200,1.92,2.13,0.23,31875
Justin Heller,Cohort C,34.34,0.005,0.045,,0,0.319,,,10.13,54.68,238,3.78,4.15,0.42,31876
James Murray,Cohort C,34.09,0.005,0.045,,0,0.317,,,11.61,53.83,250,4.33,4.76,0.48,31877
Spencer Currie,Cohort C,32.99,0.006,0.068,,0,0.48,,,13.83,52.36,266,4.64,5.18,1.72,31878
Tiffany Barnhart,Cohort C,22.24,0.003,0.051,,0,0.371,,,8.67,68.73,173,3.3,3.59,0.38,31879
Robert Rainwater,Cohort C,34.6,0.004,0.045,,0,0.321,,,8.54,55.63,225,3.2,3.51,0.35,31880
Ursula Oldham,Cohort C,36.12,0.004,0.045,,0,0.334,,,5,58.7,199,1.72,1.94,0.22,31881
Lee Hess,Cohort C,36.12,0.004,0.045,,0,0.334,,,5.8,58.1,207,1.99,2.25,0.26,31882
Martha Daniels,Cohort C,36.12,0.004,0.045,,0,0.334,,,4,59.3,190,1.37,1.55,0.18,31883
Adam Nichols,Cohort C,33.93,0.006,0.065,,0,0.484,2.03,,8.33,54.18,228,2.399,3.031,1.504,31884
Amanda Robicheaux,Cohort C,31.61,0.007,0.041,,0,0.252,,,5.89,61.85,188,2.116,2.493,0.222,31885
James Mullins,Cohort C,31.57,0.007,0.042,,0,0.26,,,7.17,60,200,2.578,3.037,0.27,31886
Cynthia Russi,Cohort C,31.65,0.008,0.042,,0,0.257,,,4.6,63.71,177,1.654,1.949,0.173,31887
Rose Wilson,Cohort C,22.06,0.021,0.06,,0,0.349,,,7.93,69.04,166,3.123,3.428,0.303,31888
Michael Mccullough,Cohort C,30.7,0.007,0.04,,0,0.248,,,10.27,58.46,224,3.898,4.379,0.396,31889
Lula Aguilar,Cohort C,21.94,0.017,0.057,,0,0.341,,,8.19,68.8,168,3.224,3.538,0.313,31890
David Torres,Cohort C,31.27,0.006,0.061,,0,0.436,,,10.1,59.51,225,3.61,4.01,0.46,31891
Ann Reyna,Cohort C,30.63,0.008,0.041,,0,0.256,,,7.73,60.72,201,2.933,3.296,0.298,31892
Harry Iser,Cohort C,22.18,0.025,0.063,,0,0.357,,,7.68,69.29,164,3.023,3.317,0.293,31893
Jamie Thomas,Cohort C,31.7,0.007,0.042,,0,0.262,,,5.63,62.02,186,1.965,2.373,0.21,31894
Thelma Leeds,Cohort C,31.7,0.007,0.043,,0,0.265,,,6.81,60.24,197,2.376,2.869,0.254,31895
Jessica Mcguire,Cohort C,31.7,0.007,0.042,,0,0.263,,,4.45,63.81,176,1.554,1.877,0.166,31896
Ruby Phipps,Cohort C,31.82,0.007,0.042,,0,0.264,,,5.45,61.96,185,1.878,2.278,0.22,31897
Cheryl Byerly,Cohort C,22.91,0.02,0.061,,0,0.362,,,4.09,75.02,135,1.399,1.721,0.175,31898
Art Boucher,Cohort C,32.04,0.007,0.042,,0,0.263,,,6.25,61.13,193,2.154,2.613,0.252,31899
Susan Stone,Cohort C,22.69,0.02,0.057,,0,0.352,,,4.78,71.44,140,1.637,2.014,0.205,31900
Kevin Mapes,Cohort C,31.61,0.007,0.043,,0,0.27,,,4.65,62.79,177,1.602,1.944,0.188,31901
Lorraine Wike,Cohort C,23.13,0.022,0.064,,0,0.373,,,3.37,72.63,129,1.154,1.42,0.145,31902
Bridget Cardone,Cohort C,16.5,0.012,0.068,,0,0.233,,,27,56,309,11.538,11.038,0.488,31903
Lucille Gallardo,Cohort C,33.68,0.032,0.064,,0,0.447,,,6.36,58.21,201,2.29,2.86,0.21,31904
Terry Baker,Cohort C,21.75,0.02,0.063,,0,0.387,,,3.85,73.03,128,1.28,1.76,0.15,31905
Geraldine Fuller,Cohort C,23.61,0.007,0.065,,0,0.278,,,20.15,53.95,283,7.43,9.275,0.676,31906
John Davis,Cohort C,24.47,0.007,0.065,,0,0.33,,,17.98,55.69,267,7.04,7.739,0.711,31907
Clayton Jefferson,Cohort C,23.96,0.007,0.065,,0,0.299,,,19.27,54.66,276,7.271,8.65,0.69,31908
William Menchaca,Cohort C,23.51,0.008,0.064,,0,0.321,,,21.83,52.62,297,8.42,9.59,0.82,31909
Brenda Dobrich,Cohort C,18.8,0.006,0.053,,0,0.299,,,18.51,61.26,247,7.42,8.2,0.7,31910
Charles Byrd,Cohort C,23.27,0.008,0.064,,0,0.322,,,22.11,52.61,299,8.45,9.78,0.79,31911
Eric Amato,Cohort C,17.98,0.006,0.052,,0,0.295,,,20.08,60.21,258,8.02,8.94,0.74,31912
Joseph Matthews,Cohort C,24.05,0.008,0.064,,0,0.32,,,21.18,52.66,294,8.34,9.13,0.89,31913
Lillie Wyman,Cohort C,20.72,0.006,0.054,,0,0.309,,,14.82,63.7,222,6.01,6.46,0.63,31914
Frank Henderson,Cohort C,26.07,0.006,0.069,,0,0.328,,,11.18,60.38,212,3.912,5.192,0.379,31915
Mary Biggs,Cohort C,25.51,0.006,0.069,,0,0.301,,,12.8,59.13,224,4.345,6.175,0.385,31916
Mary Foersterling,Cohort C,26.89,0.006,0.069,,0,0.367,,,8.81,62.19,194,3.28,3.76,0.37,31917
Tiffany Lopez,Cohort C,24.05,0.005,0.067,,0,0.3,,,17.26,56.97,258,6.449,7.896,0.615,31918
Donald Martinez,Cohort C,24.38,0.005,0.068,,0,0.305,,,14,58.97,230,5.527,6.197,0.62,31919
Yolanda Wenger,Cohort C,24.18,0.005,0.067,,0,0.302,,,15.93,57.78,247,6.074,7.205,0.617,31920
Paul Ricks,Cohort C,24.33,0.008,0.066,,0,0.336,,,19.47,54.57,280,7.56,8.54,0.7,31921
Andrew Gatton,Cohort C,19.19,0.006,0.054,,0,0.311,,,15.32,63.48,220,6.14,6.76,0.6,31922
Danny Satterthwaite,Cohort C,24.04,0.008,0.066,,0,0.334,,,20.3,54.16,286,7.83,8.94,0.71,31923
Leslie Seit,Cohort C,18.9,0.006,0.053,,0,0.308,,,16.81,62.28,232,6.7,7.47,0.62,31924
Una Mcginn,Cohort C,25.01,0.008,0.066,,0,0.342,,,17.54,55.53,265,6.91,7.6,0.66,31925
Rudolph Logan,Cohort C,19.89,0.006,0.055,,0,0.319,,,11.84,66.28,192,4.81,5.1,0.55,31926
Helen Lopez,Cohort C,25.99,0.004,0.071,,0,0.327,,,8.69,63,189,3.087,4.114,0.344,31927
Jeffrey Scroggins,Cohort C,25.98,0.004,0.071,,0,0.327,,,9.61,62.5,198,3.27,4.645,0.32,31928
William Hathaway,Cohort C,26,0.004,0.071,,0,0.327,,,7.36,63.73,177,2.82,3.34,0.38,31929
Jesus Kang,Cohort C,27.01,0.005,0.075,,0,0.327,,,9.6,61.49,202,3.488,4.542,0.314,31930
Bessie Robleto,Cohort C,25.92,0.009,0.064,,0,0.354,,,22.12,51.34,310,8.91,9.39,0.8,31931
Annie Mooney,Cohort C,28.87,0.021,0.059,,0,0.356,,,7.68,63.33,193,2.981,3.144,0.285,31932
Christina Lybarger,Cohort C,28.45,0.018,0.056,,0,0.342,,,9.22,62.1,205,3.58,3.776,0.342,31933
Nathalie Santorelli,Cohort C,29.29,0.023,0.061,,0,0.37,,,6.14,64.56,180,2.382,2.513,0.228,31934
Melanie Rodriguez,Cohort C,26.44,0.019,0.054,,0,0.328,,,16.78,56.48,264,6.608,6.993,0.621,31935
Rosita Smith,Cohort C,20.61,0.024,0.052,,0,0.313,,,15.49,63.43,228,6.251,6.633,0.589,31936
Stephen Graves,Cohort C,26.16,0.017,0.052,,0,0.316,,,18.45,54.99,278,7.264,7.688,0.683,31937
Jennifer Hubbard,Cohort C,20.63,0.025,0.051,,0,0.313,,,15.95,62.91,232,6.435,6.828,0.607,31938
Ernest Dauphin,Cohort C,19,0.006,0.053,,0,0.295,,,22.17,58.42,281,9.08,9.78,0.8,31939
Robert Gray,Cohort C,26.72,0.022,0.057,,0,0.34,,,15.11,57.96,250,5.951,6.298,0.56,31940
